cmplid	oidno	mfr	make	model	year	crash	faildate	fire	injured	deaths	component	city	state	vin	dateadded	daterec	mileage	occurances	complaint	cmpl_type	police	datepurch	origowner	albrakes	cruise	cyls	drivetrain	fuelsys	fuel	trans	speed	dot	tiresize	tireloc	tirefailtype	origequip	mfrdate	seattype	restraint	dlrname	dlrphone	dlrcity	dlrstate	dlrzip	prodtype	repaired	medattn	NHTSA	forumtitle	forumurl	forumuser	forumcomment
198075	716757	TOYOTA MOTOR NORTH AMERICA, INC.	TOYOTA	CAMRY	1989		20000102	N			LATCHES/LOCKS/LINKAGES:DOORS:LATCH	WALLA WALLA	WA	JT2SV21E4K3	20000102	20000102		100	THR DASH LIGHTS AND HIGH BEAM ON THE HEADLIGHTS WILL NOT WORK, THE DOOR LOCK ON THE DRIVERS SIDE WILL NOT WORK, THE SHOULDER BELT ON THE DRIVERS SIDE WILL NOT WORK, AND THE LIGHTS ON THE SIDE OF THE HEADLIGHTS WILL NOT WORK, IT HAS BEEN THAT WAY SINCE THE CAR WAS AT 64000 MILES AND ITS THAT WAY BEFORE YOU EVEN START THE CAR MOVING,WHILE THE CAR IS MOVING, AND AT AT STOPLIGHTS ANY TIME THE IGNITION IS TURNED ON!! W WERE NOTIFIED OF A RECALL ABOUT THE LOCKS AND SATBELTS BUT IT NEVER WENT AWAY AFTER WE TOOK IT TO ABAJIANS FOR REPAIR!!  *AK	IVOQ	N	19940501	N	N	Y		FWD	F	GS		5														V			NHTSA				
198076	716757	TOYOTA MOTOR NORTH AMERICA, INC.	TOYOTA	CAMRY	1989		20000102	N			SEAT BELTS:FRONT:WEBBING	WALLA WALLA	WA	JT2SV21E4K3	20000102	20000102		100	THR DASH LIGHTS AND HIGH BEAM ON THE HEADLIGHTS WILL NOT WORK, THE DOOR LOCK ON THE DRIVERS SIDE WILL NOT WORK, THE SHOULDER BELT ON THE DRIVERS SIDE WILL NOT WORK, AND THE LIGHTS ON THE SIDE OF THE HEADLIGHTS WILL NOT WORK, IT HAS BEEN THAT WAY SINCE THE CAR WAS AT 64000 MILES AND ITS THAT WAY BEFORE YOU EVEN START THE CAR MOVING,WHILE THE CAR IS MOVING, AND AT AT STOPLIGHTS ANY TIME THE IGNITION IS TURNED ON!! W WERE NOTIFIED OF A RECALL ABOUT THE LOCKS AND SATBELTS BUT IT NEVER WENT AWAY AFTER WE TOOK IT TO ABAJIANS FOR REPAIR!!  *AK	IVOQ	N	19940501	N	N	Y		FWD	F	GS		5														V			NHTSA				
198078	716742	FORD MOTOR COMPANY	FORD	F150	1993		20000102	N			FUEL SYSTEM, GASOLINE:STORAGE:TANK ASSEMBLY	IRONWOOD	MI	1FTEF14Y2PL	20000102	20000102			FRONT  FUEL TANK HAS BEEN LEAKING FOR AN UNDETERMINED AMOUNT OF TIME - NO FIRE YET	IVOQ	N	19980801	N	Y	N		4WD	F	GS																V			NHTSA				
198080	716744	FORD MOTOR COMPANY	FORD	F250	1992		20000102	N			ENGINE AND ENGINE COOLING:ENGINE:GASOLINE:BELTS AND ASSOCIATED PULLEYS	ERWIN	TN	2FTHF26MXNC	20000102	20000102		4	THIS IS THE SECOND TIME THAT THIS UNIT HAS FAILED ON THIS TRUCK.  IT WAS REPLACED BY FORD UNDER A RECALL THE FIRST TIME.  NOW IT HAS FAILED AGAIN WITH THE SAME RESULTS.  BOTH TIMES IT WAS CAUSED BY THE BELT TENSIONER WEARING PREMATURELY, CAUSING THE BELT TO RIDE FORWARD OFF THE PULLEYS AND SHREDDING ITSELF.  THIS IS A SAFETY ISSUE BECAUSE WHEN THIS HAPPENS, POWER STEERING AND POWER BRAKES BECOME INOPERABLE.  *AK	IVOQ	N	19920701	Y	Y	N		4WD		DS		0														V			NHTSA				
198083	716738	BAYERISCHE MOTOREN WERKE	BMW	540I	1998		20000102	N	0	0	STRUCTURE:BODY:DOOR 	CHANDLER	AZ	WBADE632XWB	20000102	20000102		2	HANDLES (2 INCIDENTS) BROKE OFF IN THE NORMAL ACTION OF OPENING THE DOOR. NOTHING EXTRAORDINARY ABOUT THE SITUATION. SEEMS A VERY CHEAP COMPONENT ON A VERY SAFETY CONSCIOUS VEHICLE.  *AK	IVOQ	N	19971001	Y	Y	Y		FWD		GS																V			NHTSA				
198086	716750	DAIMLERCHRYSLER CORPORATION	DODGE	CARAVAN	1991		20000102	N			POWER TRAIN:AUTOMATIC TRANSMISSION	LAKESIDE	CA	2B4GK4532MR	20000102	20000102			A WRITTEN REQUEST WAS SUBMITTED TO THE MECHANIC ASKING FOR AN EVALUATION OF THE TRANSMISSION AND  PEELING PAINT.  I WAS GIVEN AN ORAL ESTIMATE VIA PHONE CALL EXPRESSING THE NEED FOR A NEW TRANSMISSION FOR $2000.00.  THE DIAGNOSIS, COST OF REPAIR/REPLACEMENT OF TRANSMISSION WAS NOT INCLUDED ON INVOICE, NOR WAS THE EVALUATION/ REPAIR COST OF PEELING EXTERIOR PAINT.. I PAID $65.00 FOR THE ESTIMATE, BUT FEEL I GOT NOTHING IN WRITING. I DIDN'T RECEIVE DOCUMENTATION OF DIAGNOSIS, OR COST OF REPAIRS.  *AK	IVOQ	N	19940301	N	N	Y		FWD		GS	AUTO															V			NHTSA				
198088	854614	FORD MOTOR COMPANY	FORD	MUSTANG	1993	N	20000103	Y			ELECTRICAL SYSTEM:WIRING	LEXINGTON	SC		20000103	20000103			THERE WAS A FIRE  WHILE VEHICLE WAS PARKED DUE TO AN ELECTRICAL SHORT. FORD HAS NOT SEEN VEHICLE.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198089	716818	FORD MOTOR COMPANY	MERCURY	SABLE	1993		20000101	N			ENGINE AND ENGINE COOLING:ENGINE	STROUDSBURG	PA	1MELM5044PA	20000103	20000103		1	NO REASON FOR HEAD GASKET TO BLOW AT 42,000 MILES. I'M FILING A FORMAL COMPLAINT TO FORD AND HOPE OTHERS DO THE SAME. THERE ARE TOO MANY SIMILAR COMPLAINTS. I WAS EXITING A LOCAL HIGHWAY AND MY CAR RAN HOT. BLUE-WHITE SMOKE WAS COMING FROM MY EXHAUST AND A THE SMELL OF ANTI-FREEZE WAS APPARENT. PLEASE INVESTIGATE THIS AND OTHER COMPLAINTS. THIS IS NOT NORMAL ESPECIALLY FOR A CAR WITH SUCH LOW MILEAGE. I AM AWAITING YOUR RESPONSE. I WILL CONTACT THE FORD MOTOR COMPANY. THANK YOU, TINA M. FASANO.  *AK	IVOQ	N	19950701	N	Y	Y		FWD		GS		45														V			NHTSA				
198105	716793	GENERAL MOTORS CORP.	GMC	SIERRA	1999		20000103	N	0	0	STEERING:WHEEL AND HANDLE BAR	WALHALLA	SC	1GTEC14T6XZ	20000103	20000103			STEERING WHEEL PROBLEMS. THIS SEEMS TO BE A COMMON PROBLEM ON ALL GMC TRUCK PRODUCTS(GO TO WWW. EDMUNDS.COM -TOWN HALL MEETING FOR HUNDREDS OF CONSUMER COMPLAINTS).  *AK	IVOQ	N	19990501	Y	Y	Y		RWD		GS		60														V			NHTSA				
198113	716789	DAIMLERCHRYSLER CORPORATION	DODGE	DAKOTA	1996		20000103	N			SEATS:FRONT ASSEMBLY:RECLINER	FRANKLINTON	LA	1B7GL23X2TS	20000103	20000103			BACK OF SEATS DO NOT LATCH AND UNLATCH PROPERLY THIS IS CREATING A DANGER IF THERE WAS A CRASH OR SUDDEN STOP.  *AK	IVOQ	N	19960301	Y	N	Y		RWD		GS																V			NHTSA				
198117	853638	GENERAL MOTORS CORP.	CHEVROLET	BLAZER	1999	N	20000103	N			SUSPENSION	AKRON	OH	1GNDT13W2X2	20000103	20000103			AFTER ENGINE IS WARMED UP AND DRIVING BETWEEN 58-70 MPH. VEHICLE WILL VIBRATE, POSSIBLY CAUSING LOSS OF VEHICLE CONTROL. DEALER CANNOT DETERMINE CAUSE.  *AK  *YC	EVOQ	N		Y	Y	Y		4WD	F	GS	AUTO															V			NHTSA				
198118	852975	DAIMLERCHRYSLER CORPORATION	DODGE	CARAVAN	1993	N	20000103	N			SEAT BELTS:FRONT:RETRACTOR	BRIMLEY	MI	1B4GH54R5PX	20000103	20000103			DRIVER'S SIDE SEAT DOES NOT RETRACT, LEAVING THE DRIVER UNPROTECTED IN CASE OF A  CRASH. BELT WAS REPLACED BY DEALER AT OWNER EXPENSE 12-1-99.  *AK  *YC	EVOQ	N		Y	Y	Y		FWD	G	GS	AUTO															V			NHTSA				
198119	853010	GENERAL MOTORS CORP.	GMC	SIERRA	1999	N	20000103	N			SERVICE BRAKES, HYDRAULIC:ANTILOCK	YPSILANTI	MI	1GTEC19T3XE	20000103	20000103			WHEN DRIVING ON A ROUGH /  BUMPY PAVEMENT, THE ANTI-LOCK BRAKING SYSTEM FAILS. IT DOES NOT RESPOND WHEN THE PEDAL IS APPLIED, BUT THE VEHICLE WILL DRIVE ON SMOOTH PAVEMENT, BRAKES  WORK FINE.  DEALER HAS BEEN CONTACTED.  *AK   *YC	EVOQ	N	19990201	Y	Y	Y		RWD	F	GS	AUTO															V			NHTSA				
198123	716816	FORD MOTOR COMPANY	FORD	TAURUS	1993		20000103	N			VISIBILITY:WINDSHIELD WIPER/WASHER:MOTOR	PITTSBURGH PA	PA	1FALP5242PA	20000103	20000103			THE TURN SIGNAL/WINDSHIELD WIPER CONTROL STALK WILL NOT OPERATE PROPERLY AND THE WINDSHIELD WIPERS WILL OFTEN COME TO A STOP ON  THEIR OWN.  *AK	IVOQ	N	19991201	N	Y	Y		FWD		GS																V			NHTSA				
198125	854068	DAIMLERCHRYSLER CORPORATION	PLYMOUTH	GRAND VOYAGER	1993	N	20000103	N			FUEL SYSTEM, GASOLINE:DELIVERY:HOSES, LINES/PIPING, AND FITTINGS	WORTHINGTON	MA	IP4GH44R9X5	20000103	20000103			THE FITTINGS ON THE FUEL LINES CORRODED ALLOWING THE THE VEHICLE TO LEAK. DEALER HAS NOT SEEN VEHICLE. OWNER REPLACED THE FITTINGS TO CORRECT FAILURE.  *AK  *YC	EVOQ	N	19930401	Y	N	N		FWD	G	GS	AUTO															V			NHTSA				
198128	854620	ISUZU MANUFACTURING SERVICES OF AMERICA 	ISUZU	RODEO	1998	N	20000103	N			OTHER	CLEVELAND	GA		20000103	20000103			IF THE SUN IS OUT INSTRUMENT PANEL IS UNABLE TO BE SEEN. DASHBOARD IS COMPLETELY BLOCKED TO DRIVER'S VISION. DEALER CAN'T DO ANYTHING.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198129	854625	FORD MOTOR COMPANY	FORD	TAURUS	1994	N	20000103	N			ENGINE AND ENGINE COOLING:ENGINE	BRANFORD	CT		20000103	20000103			VEHICLES  SHOOK WHILE DRIVING DUE TO THE ENGINE MOUNTS CORRODING AWAY. DEALER REPLACED THE MOUNTS. *AK	EVOQ	N		N	N	N																				V			NHTSA				
198131	853851	FORD MOTOR COMPANY	FORD	AEROSTAR	1997	N	20000103	N			LATCHES/LOCKS/LINKAGES:DOORS:LATCH	JENOA	WI	1FMCA11U8VZ	20000103	20000103			REAR PASSENGER SLIDING DOOR DOES NOT HAVE A CHILD SAFETY LOCK.  DEALER HAS BEEN CONTACTED.  *AK   *YC	EVOQ	N	19960801	Y	Y	Y		FWD	F	GS	AUTO															V			NHTSA				
198134	854621	GENERAL MOTORS LLC	PONTIAC	GRAND AM	1997	Y	20000103	N			AIR BAGS:FRONTAL	ARKPORT	NY		20000103	20000103			VEHICLE WAS INVOLVED IN FRONTAL CRASH AT 60MPH AND NEITHER DRIVER'S SIDE NOR PASSENGER'S SIDE AIRBAGS DEPLOYED. DEALER SAYS IT'S NORMAL.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198135	854621	GENERAL MOTORS LLC	PONTIAC	GRAND AM	1997	Y	20000103	N			AIR BAGS:FRONTAL	ARKPORT	NY		20000103	20000103			VEHICLE WAS INVOLVED IN FRONTAL CRASH AT 60MPH AND NEITHER DRIVER'S SIDE NOR PASSENGER'S SIDE AIRBAGS DEPLOYED. DEALER SAYS IT'S NORMAL.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198137	716814	FORD MOTOR COMPANY	FORD	EXPLORER	1995		20000103	N			STRUCTURE:BODY:DOOR:HINGE AND ATTACHMENTS	INDIANAPOLIS	IN	1FMDU34X7SU	20000103	20000103			NO SUMMARY LISTED FOR ABOVE VEHICLE.  *AK	IVOQ	N	19990601	N	N	N		4WD	F	GS																V			NHTSA				
198155	716825	CHRYSLER GROUP LLC	DODGE	CARAVAN	1996		20000103	N	0	0	POWER TRAIN:AUTOMATIC TRANSMISSION	ISLIP TERRACE	NY	2B4FP2539TR	20000103	20000103		1	TRANSMISSION SLIPS AND SHIFTS INTO GEARS AT UNUSUAL SPEEDS. AT INITIAL START UP EACH DAY, CAR LURCHES INTO GEAR WHEN SHIFTED INTO REVERSE. *AK	IVOQ	N	19960401	Y	N	N		FWD	F	GS		0														V			NHTSA				
198156	716825	CHRYSLER GROUP LLC	DODGE	CARAVAN	1996		20000103	N	0	0	VEHICLE SPEED CONTROL	ISLIP TERRACE	NY	2B4FP2539TR	20000103	20000103		1	TRANSMISSION SLIPS AND SHIFTS INTO GEARS AT UNUSUAL SPEEDS. AT INITIAL START UP EACH DAY, CAR LURCHES INTO GEAR WHEN SHIFTED INTO REVERSE. *AK	IVOQ	N	19960401	Y	N	N		FWD	F	GS		0														V			NHTSA				
198161	854622	GENERAL MOTORS CORP.	CHEVROLET	BLAZER	1995	N	20000103	N			ENGINE AND ENGINE COOLING:COOLING SYSTEM	ELKHART	IN		20000103	20000103			ENGINE COOLING SYSTEM HAS CORRODED THE RADIATOR.  DEALER HAS INSPECTED , VEHICLE AND WILL FLUSH THE RADIATOR.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198162	854623	FORD MOTOR COMPANY	FORD	THUNDERBIRD	1992	N	20000103	N			FUEL SYSTEM, GASOLINE:STORAGE:TANK ASSEMBLY	UPLAND	CA	1FAPP60T8NH	20000103	20000103			FILLED VEHICLE WITH FUEL & DROVE HOME. PARKED VEHICLE IN GARAGE. NOTICED AN ODOR OF GASOLINE. CHECKED VEHICLE & DISCOVERED A LEAK UNDERNEATH VEHICLE. TOOK VEHICLE TO MECHANIC & THE GASKETS WERE REPLACED, TWICE. THE PROBLEM STILL EXISTS. TOOK VEHICLE TO DEALER & MECHANIC WOULD NOT CHECK UNLESS A DIAGNOSTIC TEST WAS DONE.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198166	542450	THOR INDUSTRIES	THOR	RESIDENCY	1994		20000103				WHEELS	STEWARTSTO	PA		20000103	20000103			THE REAR WHEEL HEATED UP AND BEGAN SMOKING.	IVOQ																									V			NHTSA				
198168	716780	GENERAL MOTORS CORP.	SATURN	SATURN	1999		20000103	N			CHILD SEAT	PENNSAUKEN	NJ		20000103	20000103			THE SATURN VEHICLE I OWN HAS ANGLED SEATS. THE ANGLE IS FOR SAFETY PURPOSES TO INSURE THE PASSENGERS IS SITTING BACK DURING IMPACT. HOWEVER, WHEN USING A REAR FACING CAR SEAT IT IS A PROBLEM. THE INFANT SEAT MUST BE SECURLY FASTENED WITH THE SEAT BELT. DUE TO THE ANGLE, THE SEAT LEANS FORWARD. THIS RESULTS IN THE INFANT HANGING FORWARD. IN ORDER TO ELIMINATE THE INCLINE,  CONSUMER MUST USE TWO ROLLED BATH TOWELS PLACED UNDER THE SEAT THEN INSATLL THE CAR SEAT. THIS CREATES THE CORRECT ANGLE THE CHILD CAN SIT. ALSO IN AN INFANT CARRIER THE BAR MUST GO BACK. USING THE TOWELS PUSHES THE SEAT BACK WHICH BUTTS IT UP AGAINIST THE FRONT SEAT, AND YOU CANNOT PUSH THE SEAT BACK ANY. WE ALSO TRIED A REGULAR CAR SEAT (NOT AN INFANT CARRIER), AND IT ALSO REQUIRED A ROLLED TOWEL FOR THE RIGHT ADJUSTMENT. MY CONCERN IS THAT IN TIME WITH MOMENT THE TOWELS ALLOWS MOMENT AND THE SEAT WORKS ITS WAY LOOSE. I CONTACTED SATURN AND THEY STATED THEY DO NOT TEST CAR SEATS IN THEIR VEHICLES. THEY SUGGESTED I TRY NUMEROUS CAR SEATS UNTIL I CAN FIND ONE THAT BEST FITS MY VEHICLE. WE HAVE TRIED THREE DIFFERENT TYPES OF NEW CAR SEATS. THIS IS A SAFETY HAZARD. THE INFANT CANNOT HANG FORWARD. NOR SHOULD YOU DRIVE WITH A TOWEL UNDER THE CAR SEAT WHICH ALLOWS LEVERAGE. AN INFANT DOES NOT HAVE THE NECK CONTROL TO LEAN BACK. THEREFORE, CAR SEATS ARE DESIGNED TO ADJUST TO LEAN THE CHILD BACK. EVEN WITH THIS ADJUSTMENT, THE ANGLE IN THE SEATS RESULTS IN THE INFANT FLOPPING FORWARD.  *AK	IVOQ	N	19981101	Y	N	Y		FWD		GS																V			NHTSA				
198172	854633	FORD MOTOR COMPANY	FORD	RANGER	1983	N	20000103	N			POWER TRAIN:AUTOMATIC TRANSMISSION	ALBIKERKIE	NM	1FTCR11U6PT	20000103	20000103		1	TRANSMISSION WENT OUT DUE TO RUBBER SEALS NOT BEING RELIABLE.  FAILURE CAUSED BY THE RUBBER SEAL USED TO HOLD FLUID IN THE TRANSMISSION--IT IS DRY AND CRACKS, ALLOWING FLUID TO LEAK.  TRANSMISSION REPAIRED AT OWNER'S COST.  *AK *ML	EVOQ	N	19940101	Y	Y	Y		4WD	F	GS	MAN	65														V			NHTSA				
198174	716811	PORSCHE CARS NORTH AMERICA, INC.	PORSCHE	911SC	2000		20000102	N	0	0	TIRES	JUPITER	FL	WP0AA2994YS	20000103	20000103		1	TAKING RIGHT HAND GRADUAL OFF RAMP TURN, SPEED APPROX 40 MPH, LEFT REAR TIRE COMES OFF RIM, CAR SLIDES AND COMES TO UNEVENTFUL STOP. NOW, I'M VERY CONCERNED. *AK	IVOQ	N	19991201	Y	Y	Y		4WD	F	GS		40														V			NHTSA				
198175	716816	FORD MOTOR COMPANY	FORD	TAURUS	1993		20000103	N			EXTERIOR LIGHTING:TURN SIGNAL:SWITCH	PITTSBURGH PA	PA	1FALP5242PA	20000103	20000103			THE TURN SIGNAL/WINDSHIELD WIPER CONTROL STALK WILL NOT OPERATE PROPERLY AND THE WINDSHIELD WIPERS WILL OFTEN COME TO A STOP ON  THEIR OWN.  *AK	IVOQ	N	19991201	N	Y	Y		FWD		GS																V			NHTSA				
198177	716809	FORD MOTOR COMPANY	MERCURY	SABLE	1993		20000101	N			ENGINE AND ENGINE COOLING:COOLING SYSTEM	STROUDSBURG	PA	1MELM5044PA	20000103	20000103		1	THE CAR HAS VERY LOW MILEAGE AND HAS BEEN MAINTAINED PROPERLY.  I HAVE BEEN TOLD BY SEVERAL LOCAL MECHANICS THAT THIS HAS BEEN A COMMON OCCURRENCE FOR THIS CAR MAKE AND YEAR AND ENGINE SIZE REGARDLESS OF MILEAGE, AND CUSTOMERS HAVE BEEN REFERRED TO CONTACT FORD MOTOR COMPANY AS IT APPEARS TO BE A MECHANICAL DEFECT. I CERTAINLY ALSO FEEL THIS IS A MECHANICAL DEFECT AS THE CAR HAS RELATIVELY LOW MILEAGE. THE CAR FAINTLY SMELLED OF ANTI-FREEZE FOR A WEEK BUT DID NOT EXHIBIT ANY LEAKS OR OVERHEATING UNTIL 1/01/00 WHEN IT OVERHEATED WHILE EXITING A LOCAL HIGHWAY. IT WAS LEFT TO COOL FOR A FEW HOURS ,ASSUMING IT WAS A THERMOSTAT. IT WAS APPARENT IT WAS MORE THAN A THERMOSTAT WHEN BLUE-WHITE SMOKE APPEARED FROM THE TAILPIPE.  I WOULD HOPE THAT IF THIS HAS BEEN A CHRONIC PROBLEM WITH THIS CAR THAT SOMETHING COULD BE DONE BY FORD MOTOR COMPANY TO COMPENSATE FOR THE EXPENSE TO REPAIR AS IT IS A COSTLY JOB TO HAVE DONE, COULD NOT HAVE BEEN AVOIDED, AND SHOULD NOT HAVE OCCURRED WITH A CAR THAT IS DRIVEN JUST UNDER 6,000 MILES PER YEAR. YOUR RESPONSE IS GREATLY APPRECIATED.  I DO PLAN TO CONTACT FORD MOTOR COMPANY IN THE MEANTIME.  SINCERELY, TINA M. FASANO.  *AK	IVOQ	N	19950701	N	Y	Y		FWD		GS		45														V			NHTSA				
198182	854649	GENERAL MOTORS CORP.	CHEVROLET	SILVERADO	1996	N	20000103	N			EXTERIOR LIGHTING:HEADLIGHTS	TABOR CITY	NC		20000103	20000103			WHEN TURNING HEADLIGHTS DOWN FROM HIGH TO LOW BEAM,  HEADLIGHTS CUT COMPLETELY OFF. ALSO HAPPENS WHEN ADJUSTING THE STEERING WHEEL. DEALER HAS NOT SEEN VEHICLE. *AK	EVOQ	N		N	N	N																				V			NHTSA				
198184	508171	CARPENTER INDUSTRIES, INC.	CARPENTER	CARPENTER	1994		20000103				SEATS	INDIANAPOL	IN		20000103	20000103			THE STRING OF STUDENTS BACKPACK BECAME ENTANGLED IN THE CREVICE OF THE SEAT BRACKET WHERE IT ATTACHED TO THE SIDE RAIL AS HE ATTEMPTED TO EXIT THE SCHOOL BUS.	IVOQ																									E			NHTSA				
198185	513821	UNKNOWN MANUFACTURER	UNKNOWN	UNKNOWN1	9999		20000103				OTHER	MYRTLE BEA	SC		20000103	20000103			NOT SAFETY RELATED.	IVOQ																									V			NHTSA				
198193	716775	GENERAL MOTORS CORP.	CHEVROLET	SILVERADO	1988		20000103	N			OTHER	MARGATE	FL	1GCDK14K3JZ	20000103	20000103			MY PICKUP HAS BEEN CONSISTANTLY PEELING FROM PRIMER ON MY DOOR MY HOOD AND ON MY ROOF MY TRUCK IS 2 TONE BLACK ON GOLD THE BLACK IS CHIPPING THE WORST BUT NOW MY GOLD IS STARTING TO DO THE SAME. NO SAFETY DEFECT INDICATED IN THE SUMMARY.  *AK	IVOQ	N	19880401	Y	N	Y		4WD	F	GS																V			NHTSA				
198200	854629	DELCO ELECT. DIV., GM	DELCO	DELCO	1997	N	20000103	N			ELECTRICAL SYSTEM:BATTERY	JASPER	AL		20000103	20000103			THE HOT TERMINAL IS OUT OF THE BATTERY,  ALLOWING LIQUID TO RUN  OUT OF THE BATTERY ALL OVER THE CARPORT.   MANUFACTURER HAS BEEN NOTIFIED ABOUT THIS PROBLEM.  THE PROBLEM HAS NOT BEEN CORRECTED.  *AK	EVOQ	N																								E			NHTSA				
198201	716774	BAYERISCHE MOTOREN WERKE	BMW	740IA	1994		20000103	N			ENGINE AND ENGINE COOLING:ENGINE	SAN RAFAEL	CA	WBAGD8329RD	20000103	20000103			MOTOR MOUNT FAILURE AT SUCH LOW MILEAGE WOULD INDICATE AN UNACCEPTABLE DESIGN FOR A COMPONENT WHICH NORMALLY LASTS THE LIFE OF A VEHICLE. REPLACEMENT PARTS HAVE BEEN REDESIGNED. POWER STEERING HOSE FAILURE LED TO LOSS OF FLUID AND DIFFICULTY TURNING VEHICLE. REPAIR FACILITY TOLD FRIEND WITH IDENTICAL VEHICLE (MAKE, MODEL AND YEAR) THAT HE NEEDED A NEW POWER STEERING PUMP DUE TO THE NOISE IT WAS MAKING WITH INSUFFICIENT FLUID.  HOSE REPLACEMENT AND FLUID REPLENISHMENT WOULD HAVE SOLVED THE PROBLEM.NIGN VEHICLE	IVOQ	N	19990301	N	Y	Y		RWD	F	GS																V			NHTSA				
198202	716774	BAYERISCHE MOTOREN WERKE	BMW	740IA	1994		20000103	N			STEERING:HYDRAULIC POWER ASSIST:HOSE, PIPING, AND CONNECTIONS	SAN RAFAEL	CA	WBAGD8329RD	20000103	20000103			MOTOR MOUNT FAILURE AT SUCH LOW MILEAGE WOULD INDICATE AN UNACCEPTABLE DESIGN FOR A COMPONENT WHICH NORMALLY LASTS THE LIFE OF A VEHICLE. REPLACEMENT PARTS HAVE BEEN REDESIGNED. POWER STEERING HOSE FAILURE LED TO LOSS OF FLUID AND DIFFICULTY TURNING VEHICLE. REPAIR FACILITY TOLD FRIEND WITH IDENTICAL VEHICLE (MAKE, MODEL AND YEAR) THAT HE NEEDED A NEW POWER STEERING PUMP DUE TO THE NOISE IT WAS MAKING WITH INSUFFICIENT FLUID.  HOSE REPLACEMENT AND FLUID REPLENISHMENT WOULD HAVE SOLVED THE PROBLEM.NIGN VEHICLE	IVOQ	N	19990301	N	Y	Y		RWD	F	GS																V			NHTSA				
198206	854650	CHRYSLER GROUP LLC	DODGE	STRATUS	1996	N	20000103	N			ENGINE AND ENGINE COOLING:ENGINE	STOCKTON	CA	NOT AVAILAB	20000103	20000103			ENGIN EHEAD GASKET LEAKS.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198209	854616	CHRYSLER GROUP LLC	PLYMOUTH	BREEZE	1996	N	20000103	N			SERVICE BRAKES, HYDRAULIC:FOUNDATION COMPONENTS:DISC	NORTH HUNNINGTON	PA	1P3EJ46C8TN	20000103	20000103			WHILE APPLYING THE BRAKES LEFT CALIPER BROKE IN HALLF, RESULTING IN LOSS OF BRAKES. DEALER REPLACED THE ROTORS/ CALIPERS AND  PADS.    RIGHT BRAKE PADS AND ROTORS HAVE BEEN REPLACED DUE TO STICKING/ EATING INTO THE ROTORS.  MANUFACTURER HAS BEEN NOTIFIED. *AK	EVOQ	N		Y	Y	N																				V			NHTSA				
198212	854630	FORD MOTOR COMPANY	MERCURY	SABLE	1997	N	20000103	N			FUEL SYSTEM, GASOLINE:STORAGE:TANK ASSEMBLY	FAIRLAND	OK	1MELM53S9VA	20000103	20000103		1	WIRING WITHIN THE GAS TANK HAS NO COVERING  CAUSING THE HOSE CLAMP TO RUB AGAINST AN ELECTICAL WIRING, RESULTING IN A FIRE HAZARD. CONSUMER HAS CONTACTED THE DEALER, DEALER HAS PLACED A COVERING OVER THE WIRING.  *AK *ML	EVOQ	N		Y	N	N		FWD	F	GS	AUTO	55														V			NHTSA				
198214	854644	GENERAL MOTORS LLC	CHEVROLET	CAMARO	1998	N	20000103	N			SERVICE BRAKES, HYDRAULIC:FOUNDATION COMPONENTS	VACHERIE	LA		20000103	20000103			WHEN APPLYING THE BRAKES  STEERING WHEEL RECEIVES AN EXCESSIVE AMOUNT OF VIBRATION. DEALER HAS NOT SEEN VEHICLE.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198216	854636	GENERAL MOTORS LLC	PONTIAC	GRAND PRIX	1997	N	20000103	N			ENGINE AND ENGINE COOLING:ENGINE:GASOLINE	ROYAL OAK	MI	1G2WP52K8VF	20000103	20000103		3	ENGINE'S MAIN REAR SEAL LEAKED OIL. ALSO, OIL PAN WAS LEAKING. TOOK VEHICLE TO DEALER & THE MECHANIC REPAIRED THE PROBLEM. EACH TIME IT WOULD FAIL TO WORK. HAS HAPPENED 3 DIFFERENT TIMES AROUND 8 MONTHS LATER. EACH TIME THE MECHANIC INDICATED THE PROBLEM HAS BEEN CORRECTED.  *AK	EVOQ	N		Y	N	N																				V			NHTSA				
198217	854636	GENERAL MOTORS LLC	PONTIAC	GRAND PRIX	1997	N	20000103	N			ENGINE AND ENGINE COOLING:ENGINE	ROYAL OAK	MI	1G2WP52K8VF	20000103	20000103		3	ENGINE'S MAIN REAR SEAL LEAKED OIL. ALSO, OIL PAN WAS LEAKING. TOOK VEHICLE TO DEALER & THE MECHANIC REPAIRED THE PROBLEM. EACH TIME IT WOULD FAIL TO WORK. HAS HAPPENED 3 DIFFERENT TIMES AROUND 8 MONTHS LATER. EACH TIME THE MECHANIC INDICATED THE PROBLEM HAS BEEN CORRECTED.  *AK	EVOQ	N		Y	N	N																				V			NHTSA				
